Season,Episode,Title,Character,Dialogue,Sentiment Score
01,01,the-vulcan-hello,BURNHAM,Is this amount of sarcasm always necessary?,0.0
01,01,the-vulcan-hello,GEORGIOU,"Necessary, no. But I do like it.",0.0
01,01,the-vulcan-hello,SARU,There is something else out there.,0.0
01,01,the-vulcan-hello,GEORGIOU,"What do you have, Saru?",0.0
01,01,the-vulcan-hello,SARU,Recalibrating sensors.,0.0
01,01,the-vulcan-hello,CONNOR,Electronic alignment in process.,0.0
01,01,the-vulcan-hello,SARU,Active scans are being deflected. I'm having trouble locating the source.,-0.16666666666666669
01,01,the-vulcan-hello,GEORGIOU,"So something's out there, but no one can tell me where or what it is.",0.0
01,01,the-vulcan-hello,SARU,"Ah, wait. I have it. No. Recalibrating.",0.0
01,01,the-vulcan-hello,GEORGIOU,"Any time now, Mister Saru.",0.0
01,01,the-vulcan-hello,SARU,I have it.,0.0
01,01,the-vulcan-hello,GEORGIOU,Magnify. Is that what damaged our relay? What am I looking at?,0.0
01,01,the-vulcan-hello,SARU,Object of unknown origin.,-0.1
01,01,the-vulcan-hello,GEORGIOU,Let's get more specific.,0.25
01,01,the-vulcan-hello,SARU,I'm unable to bring it into focus.,-0.5
01,01,the-vulcan-hello,GEORGIOU,Number One?,0.0
01,01,the-vulcan-hello,BURNHAM,"Range is 2,000 kilometres. Bearing 358 mark 269. Roughly 150 metres long, tucked into that accretion disk almost directly below us. It's in a sensor dead zone. Some kind of scattering field is confounding the ship's ability to translate the image.",0.06999999999999999
01,01,the-vulcan-hello,SARU,"As Science Officer, I can provide a far more concrete and in-depth analysis than simply reading data off a monitor, but considering it's scrambling our optical processors, how are we going to be able to see it?",0.25
01,01,the-vulcan-hello,GEORGIOU,"Thoughts, Number One?",0.0
01,01,the-vulcan-hello,BURNHAM,"With such little data, I'd prefer not to speculate.",-0.09375
01,01,the-vulcan-hello,SARU,I will. It's lurking. The scattering field it's emitting suggests intent. BURNHAM> We see something we don't understand and instantly cast judgment? Maybe it's lost. Maybe it's afraid to show us its whole self.,-0.13333333333333333
01,01,the-vulcan-hello,GEORGIOU,"Hiding, but maybe hoping to be found.",0.0
01,01,the-vulcan-hello,BURNHAM,"Here we are, speculating.",0.0
01,01,the-vulcan-hello,SARU,I respectfully recommend we leave it alone.,0.5
01,01,the-vulcan-hello,GEORGIOU,"I'm not sure we have much choice. We can't lock on to it, and we don't have a shuttle maneuverable enough to navigate the ring.",-0.016666666666666663
01,01,the-vulcan-hello,BURNHAM,I'll go. All I need is a thruster pack.,0.0
01,01,the-vulcan-hello,SARU,"With the high levels of radiation kicking off those binaries, she'll have 20 minutes until her DNA starts to unravel like noodles.",0.16
01,01,the-vulcan-hello,BURNHAM,Like noodles? I'll be back in 19. A flyby.,0.0
01,01,the-vulcan-hello,SARU,It seems a waste of the ship's resources. What will be gained?,-0.2
01,01,the-vulcan-hello,BURNHAM,"You do understand that being afraid of everything means you learn nothing. There's no opportunity to discover, to explore.",-0.6
01,01,the-vulcan-hello,SARU,And here I thought we were doing a deep-space communication relay audit.,0.0
01,01,the-vulcan-hello,GEORGIOU,"You're both right. Saru, go with her.",0.2857142857142857
01,01,the-vulcan-hello,BOTH,Captain!,0.0
01,01,the-vulcan-hello,BURNHAM,Best to keep variables to a minimum. I wouldn't want to put my colleague at risk.,1.0
01,01,the-vulcan-hello,GEORGIOU,"And you, Mister Saru? Are you equally happy not to be put at risk?",0.8
01,01,the-vulcan-hello,SARU,"Oh, on any occasion, Captain.",0.0
01,01,the-vulcan-hello,GEORGIOU,"You realise, once you reach that scattering field, you could be cut off from all communication.",0.0
01,01,the-vulcan-hello,BURNHAM,"We've come all this way, Captain. It would be irresponsible to leave whatever that is unknown.",-0.1
01,01,the-vulcan-hello,GEORGIOU,Just a flyby.,0.0
01,01,the-vulcan-hello,BURNHAM,Just a flyby.,0.0
01,01,the-vulcan-hello,COMPUTER,Commencing airlock depressurisation sequence.,0.0
01,01,the-vulcan-hello,CONNOR,"Commander Burnham, this is Ensign Danby Connor.",0.0
01,01,the-vulcan-hello,CONNOR,"On behalf of Captain Georgiou and the entire crew of the USS Shenzhou, we'd like to welcome you to flight 819 with non-stop service to the object of unknown origin.",0.23333333333333336
01,01,the-vulcan-hello,BURNHAM,This is Commander Burnham. Commencing reconnaissance mission to field void and unknown object. Data collection is on and nominal. All lights are green.,-0.15000000000000002
01,01,the-vulcan-hello,JANUZZI,Establishing interlink frequency with Commander Burnham's EV. Channel clear and ready to transmit.,0.15
01,01,the-vulcan-hello,DETMER,Confirming six second directional thrust for saucer realignment.,0.0
01,01,the-vulcan-hello,COMPUTER,Commencing final prelaunch system checks. Life support nominal. Oxygen nitrogen saturation nominal. Air pressure and flow nominal. Communication module active. Filters at 0.01% saturation.,-0.06666666666666667
01,01,the-vulcan-hello,JANUZZI,Preflight checklist complete.,0.1
01,01,the-vulcan-hello,SARU,"The object is 2,000 kilometres bearing...",0.0
01,01,the-vulcan-hello,BURNHAM,"Computer, enable igniter.",0.0
01,01,the-vulcan-hello,COMPUTER,"Ten seconds to thruster ignition. Ten, nine, eight, seven, six, five, four, three, two, one.",0.0
01,01,the-vulcan-hello,CONNOR,"Body scan online, heart rate 79 and rising, BP 130 over 70. That's a little elevated for her.",-0.1875
01,01,the-vulcan-hello,GEORGIOU,She's having fun.,0.3
01,01,the-vulcan-hello,DETMER,"Almost to the debris field, Captain.",0.0
01,01,the-vulcan-hello,GEORGIOU,"Understood. Michael, watch your time.",0.0
01,01,the-vulcan-hello,GEORGIOU,"19 minutes, not a nanosecond longer.",0.0
01,01,the-vulcan-hello,BURNHAM,"Aye, Captain.",0.0
01,01,the-vulcan-hello,BURNHAM,I'm fully aware.,0.25
01,01,the-vulcan-hello,GEORGIOU,Boost signal.,0.0
01,01,the-vulcan-hello,CONNOR,Unable to comply. Scattering field. It must be interfering with comms.,-0.5
01,01,the-vulcan-hello,DETMER,"Mission clock at 17 minutes, 30 seconds.",0.0
01,01,the-vulcan-hello,JANUZZI,Interference is starting to degrade resolution.,0.0
01,01,the-vulcan-hello,CONNOR,Routing additional power to subspace antennae.,0.0
01,01,the-vulcan-hello,BURNHAM,"Shenzhou, do you copy?",0.0
01,01,the-vulcan-hello,COMPUTER,"Distance to object 1,000 kilometers and closing.",0.0
01,01,the-vulcan-hello,BURNHAM,"Shenzhou, do you copy?",0.0
01,01,the-vulcan-hello,COMPUTER,Implementing automatic course correction.,0.0
01,01,the-vulcan-hello,BURNHAM,"Hello. Shenzhou, are you able to see this?",0.5
01,01,the-vulcan-hello,GEORGIOU,"Michael, can you hear me? Acknowledge. Michael, can you hear me? Acknowledge.",0.0
01,01,the-vulcan-hello,JANUZZI,There's just too much interference.,0.2
01,01,the-vulcan-hello,BURNHAM,"Shenzhou, do you copy? Data Collection Unit, are you there?",0.0
01,01,the-vulcan-hello,COMPUTER,Internal computer on line.,0.0
01,01,the-vulcan-hello,BURNHAM,Good. Mission time?,0.7
01,01,the-vulcan-hello,COMPUTER,"12 minutes, 58 seconds.",0.0
01,01,the-vulcan-hello,BURNHAM,"Plenty of time to take a peek. Even from this distance, it's clearly not debris.",-0.049999999999999996
01,01,the-vulcan-hello,CONNOR,12 minutes and 48 seconds until maximum radiation exposure.,0.0
01,01,the-vulcan-hello,DETMER,The Commander is less than ten metres from the outermost edge of the scattering field.,-0.08333333333333333
01,01,the-vulcan-hello,BURNHAM,"I can't remember who said sculptures are crystallized spirituality. Headlamp. But I see what they meant. This is Burnham in the blind. I'm above the object, which is old. Centuries old. It's difficult to tell if it was constructed or carved. The only word to effectively describe it is wow. But I'll try to be more precise. Its surface has the appearance of stone with an exoskeleton of metal alloy. Oh, incredibly intricate. The construction and design are nothing short of astounding. I wish you could see what I'm seeing. It is sublime. It's impossible to discern a practical purpose. I'm going to land on it, get a closer look. Nice and easy. Hold on. My presence has triggered some sort of motion response.",0.16666666666666669
01,01,the-vulcan-hello,COMPUTER,"Mission countdown, ten minutes, 15 seconds. Warning. Proximity alert.",0.0
01,01,the-vulcan-hello,COMPUTER,Scanning for database recognition. Iconography confirmed. Klingon.,0.4
01,01,the-vulcan-hello,BURNHAM,I'm Commander Burnham of the United Federation of Planets.,0.0
01,01,the-vulcan-hello,DETMER,Still no sign of Commander Burnham. Mission clock runs out in 15 seconds.,0.0
01,01,the-vulcan-hello,JANUZZI,There's still too much interference. I have Number One. Telemetry only. Blood pressure is 70 and falling. She won't make it unless we get her back now.,0.06666666666666667
01,01,the-vulcan-hello,GEORGIOU,"Transporter Control. Do we have her, Mister Weeton?",0.0
01,01,the-vulcan-hello,WEETON,"Pattern integrity's too weak, Captain.",-0.375
01,01,the-vulcan-hello,GEORGIOU,"Saru, get a lock on her. Boost her signal.",0.0
01,01,the-vulcan-hello,SARU,"Captain, there is no signal.",0.0
01,01,the-vulcan-hello,GEORGIOU,You better get me a signal. Remotely fire her jetpack.,0.2
01,01,the-vulcan-hello,NARWANI,She's offline.,0.0
01,01,the-vulcan-hello,CONNOR,She's floating free.,0.4
01,01,the-vulcan-hello,GEORGIOU,Engineering. Tractor beam?,0.0
01,01,the-vulcan-hello,WEETON,Can't get a lock. We're running manual calculations.,0.0
01,01,the-vulcan-hello,SARU,"The scattering field is still a problem, Captain. We can't transport her until she clears it.",0.0
01,01,the-vulcan-hello,DETMER,She'll soon exhibit symptoms of acute radiation syndrome.,0.6
01,01,the-vulcan-hello,CONNOR,She's not gonna last much longer.,0.1
01,01,the-vulcan-hello,GEORGIOU,Hang on.,0.0
01,01,the-vulcan-hello,JANUZZI,"Commander Burnham, Shenzhou, please respond. Commander Burnham? Commander, please respond. Shenzhou to Commander Burnham. Commander, do you read? Please respond.",0.0
01,01,the-vulcan-hello,T'KUVMA,"Witness our brother, our Torchbearer, killed by the Federation interloper on our sacred beacon. I see you, as you see the end. Our Torchbearer honours us. First to die in our crusade for self-preservation.",0.024999999999999994
01,01,the-vulcan-hello,T'KUVMA,"Our ancestors, welcome our fallen brother Rejac, to their Black Fleet. They fight with us as we fight against our enemy. Remain Klingon.",0.3166666666666667
01,01,the-vulcan-hello,COMPUTER,Pupil Burnham. Pupil Burnham. Klingon social order rests upon?,0.03333333333333333
01,01,the-vulcan-hello,BURNHAM,Inviolable honour-shame dynamic.,0.0
01,01,the-vulcan-hello,COMPUTER,Correct. Klingon homeworld Qo'noS.,0.0
01,01,the-vulcan-hello,BURNHAM,Unwelcoming to the Federation.,0.0
01,01,the-vulcan-hello,COMPUTER,Correct. Klingon political order.,0.0
01,01,the-vulcan-hello,BURNHAM,Twenty four great Houses.,0.8
01,01,the-vulcan-hello,COMPUTER,Correct. Location of the most recent Klingon terror raid. Unacceptable duration between query and correct response. Number of survivors at the Human-Vulcan science outpost at Doctari Alpha.,0.25
01,01,the-vulcan-hello,COMPUTER,Unacceptable duration between query and correct response. Number of survivors at Doctari Alpha.,0.0
01,01,the-vulcan-hello,BURNHAM,No.,0.0
01,01,the-vulcan-hello,COMPUTER,Unacceptable response. Number of survivors,0.0
01,01,the-vulcan-hello,BURNHAM,Please. Stop!,0.0
01,01,the-vulcan-hello,COMPUTER,Program paused.,0.0
01,01,the-vulcan-hello,BURNHAM,Sarek. I'm sorry. I can do better.,0.0
01,01,the-vulcan-hello,SAREK,"When emotion brings us ghosts from the past, only logic can root us in the present. Maybe I can try to learn Vulcan, to be quicker with my answers.",-0.08333333333333333
01,01,the-vulcan-hello,SAREK,Your human tongue is not the problem. It is your human heart.,0.0
01,01,the-vulcan-hello,NAMBUE,Good. You're awake.,0.7
01,01,the-vulcan-hello,BURNHAM,I was dreaming.,0.0
01,01,the-vulcan-hello,NAMBUE,Oh? What about?,0.0
01,01,the-vulcan-hello,BURNHAM,Klingons. How did I get here?,0.0
01,01,the-vulcan-hello,NAMBUE,We transported you back aboard three hours ago.,0.0
01,01,the-vulcan-hello,BURNHAM,Three hours?,0.0
01,01,the-vulcan-hello,COMPUTER,Antiproton therapy regimen incomplete.,0.0
01,01,the-vulcan-hello,NAMBUE,"Commander, what are you doing?",0.0
01,01,the-vulcan-hello,COMPUTER,Session terminated prematurely. Medical Emergency.,0.0
01,01,the-vulcan-hello,BURNHAM,There's no time.,0.0
01,01,the-vulcan-hello,NAMBUE,"Commander, wait. The recombination process is nowhere near finished.",0.1
01,01,the-vulcan-hello,NAMBUE,I need you back in the antiproton chamber. Do you understand the effect of genetic unspooling? You don't want to die that way. Commander!,0.0
01,01,the-vulcan-hello,DETMER,The binaries are kicking off serious QEs up and down the spectrum.,-0.24444444444444444
01,01,the-vulcan-hello,GANT,"Targeting gets hot, but I still can't tell what I'm grabbing onto.",0.25
01,01,the-vulcan-hello,GEORGIOU,"I want to know what's out there, people.",0.0
01,01,the-vulcan-hello,CONNOR,"Okay, let's go around the horn again, by the numbers.",0.5
01,01,the-vulcan-hello,BURNHAM,What's going on?,0.0
01,01,the-vulcan-hello,GEORGIOU,"Number One, you should be in Sickbay.",0.0
01,01,the-vulcan-hello,BURNHAM,What Have they made contact?,0.0
01,01,the-vulcan-hello,GEORGIOU,Who's they?,0.0
01,01,the-vulcan-hello,BURNHAM,There are Klingons out there. We need to go to red alert.,0.0
01,01,the-vulcan-hello,GEORGIOU,Michael. Almost no one has seen a Klingon in a hundred years.,0.0
01,01,the-vulcan-hello,BURNHAM,I have. One attacked me on that object. Check my helmet cam.,0.0
01,01,the-vulcan-hello,GEORGIOU,The footage was corrupted.,0.0
01,01,the-vulcan-hello,SARU,"Internal sensors show that the Commander has entered the Bridge in an irradiated state. Without immediate treatment, her condition will most certainly be terminal.",0.2380952380952381
01,01,the-vulcan-hello,BURNHAM,He was warrior caste. His... his EV suit bore a Klingon house insignia.,0.0
01,01,the-vulcan-hello,SARU,She also has a grade-three concussion.,0.0
01,01,the-vulcan-hello,BURNHAM,"I am not delusional. This has nothing to do with a concussion. Philippa, there are Klingons.",0.0
01,01,the-vulcan-hello,GEORGIOU,Red alert. Tell me what happened.,0.0
01,01,the-vulcan-hello,BURNHAM,"He ambushed me. I hit my thruster pack to get away. I somehow knocked him into his blade. I killed him. But that object could be hiding a Klingon raiding party, obscured behind their scattering field.",-0.30000000000000004
01,01,the-vulcan-hello,GEORGIOU,"If there are Klingons in this sector, they may be responsible for the damage to our relay.",0.2
01,01,the-vulcan-hello,SARU,"If there are Klingons in this sector, we should withdraw immediately.",0.0
01,01,the-vulcan-hello,GEORGIOU,"This is Federation space. Retreat is not an option. Whatever is over there needs to show itself. If it's hiding Klingons, we've got to flush them out.",0.0
01,01,the-vulcan-hello,BURNHAM,Target phase cannons on the object.,0.0
01,01,the-vulcan-hello,SARU,We cannot destroy another culture's property on a whim.,-0.2
01,01,the-vulcan-hello,BURNHAM,I didn't say anything about destroying it. Let's make them think we're going to attack.,-0.2
01,01,the-vulcan-hello,GEORGIOU,Target the object.,0.0
01,01,the-vulcan-hello,GANT,We're locked on.,0.0
01,01,the-vulcan-hello,SARU,Something is scanning us. They've detected our weapons signature.,0.0
01,01,the-vulcan-hello,BURNHAM,Wait.,0.0
01,01,the-vulcan-hello,JARWANI,Impossible.,-0.6666666666666666
01,01,the-vulcan-hello,CONNOR,"No warp signatures detected, Captain.",0.0
01,01,the-vulcan-hello,GEORGIOU,"Then where did they come from? Mister Gant, disengage phase-cannon targeting. Number One, get to Sickbay. I need you fixed up and back on the bridge, stat. Mister Januzzi, contact Starfleet Command. Send an encoded message. Tell them we have engaged the Klingons.",0.05
01,01,the-vulcan-hello,JANUZZI,"Unidentified Klingon vessel, this is the Federation Starship Shenzhou. Please respond.",0.0
01,01,the-vulcan-hello,T'KUVMA,All is as it is meant to be. Who is Rejac's next in line?,0.0
01,01,the-vulcan-hello,OR'EQ,Or'Eq.,0.0
01,01,the-vulcan-hello,T'KUVMA,The honour falls to you to be our new Torchbearer.,0.13636363636363635
01,01,the-vulcan-hello,OR'EQ,"With respect, I find great wisdom in your teachings.",0.8
01,01,the-vulcan-hello,T'KUVMA,But?,0.0
01,01,the-vulcan-hello,OR'EQ,Can you be sure our brothers and sisters will answer your call?,0.5
01,01,the-vulcan-hello,T'KUVMA,They will because the prophecy commands all Klingons must come to the light of Kahless when it shines in the night sky.,0.4
01,01,the-vulcan-hello,OR'EQ,Will ships really fly across the galaxy because of a fable?,0.8
01,01,the-vulcan-hello,T'KUVMA,"So, you doubt? You dishonour only yourself.",0.0
01,01,the-vulcan-hello,VOQ,(an albino) I will light the beacon.,0.4
01,01,the-vulcan-hello,T'KUVMA,Speak your name.,0.0
01,01,the-vulcan-hello,VOQ,"Voq, son of none.",0.0
01,01,the-vulcan-hello,T'KUVMA,You have no family blade of your own. You cannot assume the birthright of a noble House. You are unworthy.,0.6
01,01,the-vulcan-hello,VOQ,"I am worthy. Not by blood, but by faith. I serve the light of Kahless. (puts hand into flame) I am reborn in his flames.",0.3666666666666667
01,01,the-vulcan-hello,T'KUVMA,"I recognise you as one who has lived his life on the outside and yearns to be part of something bigger than himself. Some may see the colour of your skin as nature's mistake. I call it a mirror, for I see myself in you.",0.0
01,01,the-vulcan-hello,KLINGON 2,"My Lord, long-range sensors show the movement, just as you predicted.",0.0
01,01,the-vulcan-hello,T'KUVMA,"Excellent. The time has come. Take my blade, Voq, son of none. The honour of Torchbearer is yours. Light the beacon.",0.7
01,01,the-vulcan-hello,JANUZZI,"Unidentified Klingon vessel, this is the Federation Starship Shenzhou. Please respond.",0.0
01,01,the-vulcan-hello,JANUZZI,"Unidentified Klingon vessel, this is the Federation Starship Shenzhou. Please respond. Is there any chance they can't hear us?",0.0
01,01,the-vulcan-hello,WEETON,"You're transmitting on every subspace channel there is. Your orders, Commander?",0.0
01,01,the-vulcan-hello,BURNHAM,Any response?,0.0
01,01,the-vulcan-hello,SARU,"None. Commander, there is something I'd like to show you. Their hull is covered in hollow, ornamental, metallic pods, thousands of them, tightly interlocked, forming a kind of armour.",0.10714285714285714
01,01,the-vulcan-hello,BURNHAM,Not the most efficient defense.,0.5
01,01,the-vulcan-hello,SARU,"I suspect its purpose is more symbolic than practical. They contain Klingon biological material in various states of decay. Remote dating is wildly divergent. Some bones date back thousands of years, others only hours old.",0.08571428571428572
01,01,the-vulcan-hello,BURNHAM,Their entire ship is covered with coffins.,0.0
01,01,the-vulcan-hello,SARU,"Commander, the Captain listens to you. Tell her we must withdraw.",0.0
01,01,the-vulcan-hello,BURNHAM,I'm afraid that's no longer possible.,-0.3
01,01,the-vulcan-hello,SARU,"Your world has food chains. Mine does not. Our species map is binary. We are either predator or prey. My people were hunted, bred, farmed. We are your livestock of old. We were biologically determined for one purpose and one purpose alone. To sense the coming of death. I sense it coming now.",0.1
01,01,the-vulcan-hello,GEORGIOU,"The Klingon flagship has a stealth mode. It's some kind of cloaking screen, unlike anything we've ever seen, Admiral. There may be more vessels out there than we know. We've reached out with every form of friendship greeting Starfleet has. They're blocking our hails.",0.55
01,01,the-vulcan-hello,ADMIRAL,"It feels like a setup. Maybe our relay got too close for Klingon comfort, and they destroyed it to lure us out here.",0.0
01,01,the-vulcan-hello,GEORGIOU,"You remember my First Officer, Michael Burnham?",0.25
01,01,the-vulcan-hello,ADMIRAL,"Next time, you might try not disturbing the property of a warrior race we've hardly spoken to for a hundred years. Our only choice now is to navigate this situation with as much finesse as possible.",0.02638888888888889
01,01,the-vulcan-hello,BURNHAM,"Admiral, if I may. The ideal outcome for any Klingon interaction is battle. They're relentlessly hostile, sir. It's in their nature.",0.9
01,01,the-vulcan-hello,ADMIRAL,"The Federation and the Klingon Empire have always been on the cold side of war. We've had only fleeting run-ins with them for a century, and now you presume to know their motivation because it is in their nature? Considering your background, I would think you're the last person to make assumptions based on race.",-0.19999999999999998
01,01,the-vulcan-hello,BURNHAM,"With respect, it would be unwise to confuse race and culture.",0.0
01,01,the-vulcan-hello,ADMIRAL,"The Europa and all fleet vessels within range will be at your coordinates in two hours. Hold your position. Do nothing. Absent provocation, understood?",0.0
01,01,the-vulcan-hello,GEORGIOU,"Understood, Admiral.",0.0
01,01,the-vulcan-hello,COMPUTER,Signal terminated.,0.0
01,01,the-vulcan-hello,GEORGIOU,That went well. What's the mood outside?,0.0
01,01,the-vulcan-hello,BURNHAM,Saru is the only one talking. He strongly believes we should about-face.,0.21666666666666667
01,01,the-vulcan-hello,GEORGIOU,"There is a space station at Eagle Twelve, three light years away. The Andorian colony at Gamma-Hydra is six. Shenzhou is their only line of defense if the Klingons attack.",0.2
01,01,the-vulcan-hello,BURNHAM,Not if. When.,0.0
01,01,the-vulcan-hello,GEORGIOU,I have to hope that whatever happens here can serve as a bridge between our civilisations.,0.0
01,01,the-vulcan-hello,BURNHAM,That's the diplomat in you talking. What does the soldier say?,0.0
01,01,the-vulcan-hello,GEORGIOU,Nothing good.,0.7
01,01,the-vulcan-hello,SARU,Captain to the Bridge.,0.0
01,01,the-vulcan-hello,GEORGIOU,"Status? Massive photonic activity on the Klingon object, Captain. Output is over one billion lumens per square metre.",0.0
01,01,the-vulcan-hello,CONNOR,Optical sensors overloading.,0.0
01,01,the-vulcan-hello,GEORGIOU,Bring plasmatic filters online.,0.0
01,01,the-vulcan-hello,CONNOR,Rerouting power.,0.0
01,01,the-vulcan-hello,GEORGIOU,Is that a weapon?,0.0
01,01,the-vulcan-hello,BURNHAM,It seems to be some sort of signal emitter.,0.0
01,01,the-vulcan-hello,GEORGIOU,Where are my filters?,0.0
01,01,the-vulcan-hello,CONNOR,"They're at 100 percent, Captain.",0.0
01,01,the-vulcan-hello,CONNOR,Initiating emergency shutdown.,0.0
01,01,the-vulcan-hello,JANUZZI,That noise is some kind of electromagnetic subspace wave-form.,0.6
